Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,weather,Day,Month,Year
22/10/2015,Evening,chinese,male,thin,50.0,yes,baby,big,blue,casual,black,short_sleeve,black,long,clothes,3,10,no,19.0,0.0,13.0,2.942284986,101.6978443,2.0,Clear,Thursday,October,2015
22/10/2015,Evening,foreigner ,male,moderate,54.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,3,7,no,23.0,4.0,16.0,2.909529395,101.6997223,1.0,Clear,Thursday,October,2015
22/10/2015,Evening,chinese,male,thin,39.320760068065795,no,no_kids,big,black,casual,black,short_sleeve,blue_jeans,long,clothes,5,8,no,46.0,4.0,9.0,2.929831259,101.7314182,3.0,Clear,Thursday,October,2015
22/10/2015,Evening,indian,male,fat,47.0,no,no_kids,big,white,casual,blue,short_sleeve,black,short,clothes,6,7,no,15.0,2.0,17.0,2.920905791,101.6378199,1.0,Clear,Thursday,October,2015
23/10/2015,Night,chinese,female,fat,30.0,yes,toddler,big,red,casual,red,short_sleeve,green,short,clothes,6,10,no,22.0,5.0,20.0,2.955510695,101.6774643,2.0,Cloudy,Friday,October,2015
23/10/2015,Night,chinese,male,fat,39.320760068065795,no,no_kids,big,yellow,casual,brown,short_sleeve,black,long,clothes,3,8,yes,50.0,5.0,0.0,2.944350333,101.6316005,3.0,Cloudy,Friday,October,2015
23/10/2015,Night,indian,female,fat,39.0,no,no_kids,big,white,casual,grey,short_sleeve,black,long,clothes,3,10,no,60.0,0.0,8.0,2.969741447,101.7326093,1.0,Cloudy,Friday,October,2015
23/10/2015,Night,malay,male,fat,40.0,no,no_kids,big,black,casual,blue,short_sleeve,grey,long,clothes,5,7,no,22.0,3.0,0.0,2.946782315,101.6304899,3.0,Cloudy,Friday,October,2015
23/10/2015,Night,indian,male,moderate,39.320760068065795,no,no_kids,big,yellow,formal,white,short_sleeve,black,long,clothes,5,8,no,52.0,1.0,18.0,2.92958325,101.7446153,3.0,Cloudy,Friday,October,2015
23/10/2015,Morning,malay,male,fat,33.0,no,no_kids,big,red,casual,red,long sleeve,brown,short,clothes,3,7,no,29.0,3.0,0.0,2.935362189,101.7431844,3.0,Cloudy,Friday,October,2015
23/10/2015,Morning,chinese,male,thin,39.320760068065795,no,no_kids,big,red,formal,white,short_sleeve,black,long,clothes,5,9,yes,44.0,2.0,15.0,2.940545969,101.6313899,1.0,Cloudy,Friday,October,2015
23/10/2015,Morning,malay,female,moderate,53.0,yes,toddler,big,white,formal,pink,short_sleeve,black,long,clothes,4,7,no,23.0,3.0,7.0,2.91005925,101.6762791,2.0,Cloudy,Friday,October,2015
23/10/2015,Morning,indian,male,moderate,40.0,no,no_kids,small,green,formal,white,short_sleeve,black,long,clothes,3,9,no,58.0,0.0,21.0,2.942211723,101.6304912,1.0,Cloudy,Friday,October,2015
23/10/2015,Morning,malay,male,moderate,40.0,no,no_kids,big,white,formal,white,short_sleeve,grey,long,clothes,4,10,no,53.0,1.0,8.0,2.942248354,101.6891296,3.0,Cloudy,Friday,October,2015
23/10/2015,Afternoon,indian,male,fat,44.0,no,no_kids,big,white,casual,black,short_sleeve,grey,long,clothes,4,10,no,19.0,5.0,0.0,2.941856911,101.7165176,1.0,Cloudy,Friday,October,2015
23/10/2015,Afternoon,malay,male,fat,39.320760068065795,no,no_kids,small,black,casual,black,short_sleeve,black,long,clothes,3,8,no,40.0,1.0,12.0,2.965896954,101.6735648,1.0,Cloudy,Friday,October,2015
23/10/2015,Afternoon,malay,female,thin,52.0,no,no_kids,big,blue,casual,white,short_sleeve,blue,short,clothes,5,8,no,23.0,4.0,16.0,2.906171995,101.7234891,2.0,Cloudy,Friday,October,2015
23/10/2015,Afternoon,malay,female,fat,39.0,no,no_kids,big,white,casual,black,short_sleeve,black,long,clothes,6,8,no,13.0,3.0,14.0,2.929545039,101.7080012,1.0,Cloudy,Friday,October,2015
23/10/2015,Afternoon,malay,female,thin,31.0,no,no_kids,big,white,casual,red,short_sleeve,black,long,clothes,3,7,no,29.0,4.0,14.0,2.936136301,101.7118102,1.0,Cloudy,Friday,October,2015
23/10/2015,Afternoon,malay,female,thin,28.0,yes,baby,big,white,casual,blue,short_sleeve,black,long,blankets,4,9,no,16.0,5.0,21.0,2.919622323,101.7184368,1.0,Cloudy,Friday,October,2015
23/10/2015,Afternoon,malay,female,moderate,41.0,no,no_kids,big,green,traditional,blue,long sleeve,blue,long,clothes,4,7,yes,11.0,1.0,9.0,2.94747878,101.7418065,2.0,Cloudy,Friday,October,2015
23/10/2015,Afternoon,malay,female,moderate,41.0,yes,toddler,big,white,casual,red,short_sleeve,blue_jeans,long,clothes,6,10,no,28.0,3.0,14.0,2.921348541,101.646776,2.0,Cloudy,Friday,October,2015
23/10/2015,Evening,chinese,female,thin,30.0,no,no_kids,small,white,casual,green,short_sleeve,black,long,clothes,6,7,no,25.0,5.0,15.0,2.956082645,101.7154615,2.0,Cloudy,Friday,October,2015
23/10/2015,Evening,chinese,male,moderate,48.0,no,no_kids,small,blue,casual,white,short_sleeve,black,long,clothes,3,9,no,19.0,4.0,13.0,2.949987021,101.6541451,1.0,Cloudy,Friday,October,2015
23/10/2015,Evening,foreigner ,male,thin,39.320760068065795,no,no_kids,big,brown,casual,red,short_sleeve,grey,long,clothes,6,9,no,36.0,4.0,12.0,2.940328973,101.7055251,2.0,Cloudy,Friday,October,2015
23/10/2015,Evening,foreigner ,female,thin,39.0,no,young,big,blue,casual,black,short_sleeve,black,long,clothes,3,9,no,11.0,1.0,20.0,2.938166689,101.6621167,2.0,Cloudy,Friday,October,2015
23/10/2015,Evening,malay,female,moderate,39.320760068065795,yes,toddler,big,red,casual,blue,long sleeve,black,long,clothes,4,7,no,54.0,3.0,18.0,2.923160209,101.6656603,2.0,Cloudy,Friday,October,2015
23/10/2015,Evening,indian,female,fat,40.0,yes,young,big,red,casual,purple,short_sleeve,black,long,clothes,4,10,no,53.0,1.0,18.0,2.916494544,101.7354934,3.0,Cloudy,Friday,October,2015
24/10/2015,Night,chinese,male,fat,36.0,no,no_kids,big,white,casual,white,short_sleeve,black,short,clothes,3,9,yes,58.0,3.0,19.0,2.918699478,101.6941536,1.0,Patchy rain possible,Saturday,October,2015
24/10/2015,Morning,malay,male,thin,42.0,no,no_kids,big,white,casual,yellow,short_sleeve,black,long,clothes,4,7,yes,22.0,5.0,8.0,2.943783594,101.731658,2.0,Patchy rain possible,Saturday,October,2015
24/10/2015,Morning,chinese,female,moderate,39.0,no,no_kids,big,red,casual,white,short_sleeve,black,long,clothes,6,9,no,28.0,4.0,15.0,2.972629888,101.7191107,2.0,Patchy rain possible,Saturday,October,2015
24/10/2015,Morning,indian,female,thin,41.0,no,no_kids,big,green,casual,white,short_sleeve,grey,long,clothes,6,9,no,48.0,0.0,11.0,2.911565983,101.7095475,3.0,Patchy rain possible,Saturday,October,2015
24/10/2015,Morning,malay,female,moderate,50.0,no,no_kids,small,red,casual,brown,long sleeve,brown,long,blankets,3,7,no,36.0,0.0,13.0,2.93940093,101.6495988,2.0,Patchy rain possible,Saturday,October,2015
24/10/2015,Morning,malay,female,moderate,48.0,no,no_kids,big,white,casual,red,long sleeve,black,long,clothes,6,9,no,57.0,3.0,10.0,2.971197986,101.6686288,3.0,Patchy rain possible,Saturday,October,2015
24/10/2015,Morning,malay,male,moderate,51.0,no,no_kids,small,white,casual,blue,short_sleeve,black,long,clothes,6,10,no,45.0,0.0,11.0,2.938586136,101.6421316,2.0,Patchy rain possible,Saturday,October,2015
24/10/2015,Morning,chinese,female,thin,54.0,no,no_kids,big,red,casual,white,short_sleeve,brown,short,clothes,6,9,no,11.0,5.0,7.0,2.96041273,101.6703822,2.0,Patchy rain possible,Saturday,October,2015
24/10/2015,Morning,malay,male,thin,50.0,yes,toddler,small,black,casual,black,short_sleeve,blue,long,clothes,4,10,no,21.0,5.0,13.0,2.971906764,101.7333458,1.0,Patchy rain possible,Saturday,October,2015
24/10/2015,Morning,malay,female,moderate,45.0,yes,young,small,red,casual,black,short_sleeve,red,long,clothes,4,7,no,35.57337788916736,0.0,19.0,2.939959365,101.6843272,1.0,Patchy rain possible,Saturday,October,2015
24/10/2015,Morning,malay,male,fat,41.0,yes,young,big,blue,casual,orange,short_sleeve,grey,short,clothes,6,10,no,59.0,1.0,15.0,2.904171206,101.7115568,1.0,Patchy rain possible,Saturday,October,2015
24/10/2015,Morning,indian,female,moderate,37.0,no,no_kids,big,red,casual,grey,short_sleeve,brown,short,clothes,6,7,no,35.57337788916736,5.0,18.0,2.963192269,101.6578329,3.0,Patchy rain possible,Saturday,October,2015
24/10/2015,Afternoon,chinese,male,thin,53.0,no,baby,big,blue,casual,black,short_sleeve,grey,long,blankets,6,7,yes,17.0,3.0,10.0,2.908187096,101.6391063,2.0,Patchy rain possible,Saturday,October,2015
24/10/2015,Afternoon,chinese,male,moderate,53.0,no,no_kids,small,white,casual,red,short_sleeve,brown,short,clothes,6,10,no,29.0,0.0,10.0,2.932600311,101.6594659,1.0,Patchy rain possible,Saturday,October,2015
24/10/2015,Afternoon,chinese,male,moderate,51.0,no,no_kids,big,black,casual,red,short_sleeve,blue_jeans,long,clothes,6,7,no,38.0,4.0,14.0,2.931545986,101.6823876,2.0,Patchy rain possible,Saturday,October,2015
24/10/2015,Afternoon,malay,female,moderate,32.0,no,no_kids,big,red,casual,blue,short_sleeve,brown,long,clothes,4,8,yes,48.0,1.0,13.0,2.971431589,101.7405171,1.0,Patchy rain possible,Saturday,October,2015
24/10/2015,Afternoon,malay,female,thin,52.0,no,no_kids,big,white,casual,red,short_sleeve,black,long,clothes,5,9,no,58.0,1.0,12.0,2.912918927,101.7331987,3.0,Patchy rain possible,Saturday,October,2015
24/10/2015,Afternoon,malay,male,moderate,31.0,no,no_kids,big,red,casual,brown,short_sleeve,white,long,clothes,4,10,no,56.0,1.0,17.0,2.914610198,101.6718867,1.0,Patchy rain possible,Saturday,October,2015
24/10/2015,Afternoon,indian,female,moderate,54.0,no,no_kids,small,white,casual,white,short_sleeve,black,long,clothes,5,10,no,11.0,5.0,17.0,2.955138899,101.6788419,3.0,Patchy rain possible,Saturday,October,2015
24/10/2015,Afternoon,foreigner ,male,thin,47.0,no,no_kids,big,blue,casual,blue,short_sleeve,black,long,clothes,6,7,no,22.0,0.0,14.0,2.959588224,101.7137654,2.0,Patchy rain possible,Saturday,October,2015
24/10/2015,Afternoon,indian,female,thin,50.0,no,no_kids,small,black,casual,white,short_sleeve,black,long,clothes,4,8,no,19.0,3.0,17.0,2.959252251,101.666786,3.0,Patchy rain possible,Saturday,October,2015
24/10/2015,Afternoon,indian,male,moderate,34.0,no,no_kids,big,white,formal,orange,long sleeve,black,long,blankets,4,7,yes,56.0,0.0,10.0,2.927328854,101.6759946,1.0,Patchy rain possible,Saturday,October,2015
